biological_instance_id,environment_id,environment_key,dataset_id,condition,condition_field,perturbation_label,dose,timepoint,n_reference_groups,total_cells,source_reference_keys,aggregation_rule,ground_truth_path,split,split_seed,model_seeds
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atp1a3,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ATP1A3,,,4,199,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atp5c1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ATP5C1,,,4,108,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atp5h,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ATP5H,,,4,144,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atp6ap2,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ATP6AP2,,,4,193,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atxn1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ATXN1,,,4,174,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atxn10,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ATXN10,,,4,135,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atxn7,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ATXN7,,,4,144,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bax,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,BAX,,,4,172,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bcs1l,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,BCS1L,,,4,135,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~becn1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,BECN1,,,4,215,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bin1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,BIN1,,,4,136,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~blmh,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,BLMH,,,4,103,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bnip1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,BNIP1,,,4,162,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~calb1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CALB1,,,4,143,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~casp3,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CASP3,,,4,224,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cdc42ep3,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CDC42EP3,,,4,136,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cdh11,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CDH11,,,4,120,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~celf1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CELF1,,,4,137,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cep63,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CEP63,,,4,218,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cic,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CIC,,,4,185,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cntnap2,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CNTNAP2,,,4,129,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~coasy,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,COASY,,,4,162,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cog4,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,COG4,,,4,158,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cox10,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,COX10,,,4,195,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cox15,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,COX15,,,4,148,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~crebbp,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CREBBP,,,4,305,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~ctsd,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CTSD,,,4,112,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cyb561,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CYB561,,,4,255,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cycs,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CYCS,,,4,90,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cyp46a1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,CYP46A1,,,4,130,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~dap,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DAP,,,4,158,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~dbr1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DBR1,,,4,132,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~dctn1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DCTN1,,,4,139,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~dmxl1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DMXL1,,,4,237,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~dnajc6,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DNAJC6,,,4,337,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~dnm2,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DNM2,,,4,193,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~drosha,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DROSHA,,,4,135,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~dync1h1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,DYNC1H1,,,4,157,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~echs1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ECHS1,,,4,170,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~eef2,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,EEF2,,,4,189,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~eif2s1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,EIF2S1,,,4,106,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~eif4g1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,EIF4G1,,,4,129,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~elmo1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ELMO1,,,4,184,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~elovl5,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ELOVL5,,,4,184,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~elp3,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,ELP3,,,4,139,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~epc2,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,EPC2,,,4,149,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~ewsr1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,EWSR1,,,4,133,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~exoc4,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,EXOC4,,,4,133,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~fam171a2,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,FAM171A2,,,4,143,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~fam57b,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,FAM57B,,,4,166,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~farp1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,FARP1,,,4,191,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~fbxo7,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,FBXO7,,,4,181,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~fermt2,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,FERMT2,,,4,161,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~fgd4,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,FGD4,,,4,112,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispri%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~foxc1,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,baseline,,FOXC1,,,4,207,1;2;3;4,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRi_condition_ground_truth.parquet,train,20261007,"0,1,2"
