perturbation_label,n_cells_qc,n_cells_with_nonmissing_guide_id,n_unique_guide_strings,n_unique_guide_tokens,median_guide_tokens_per_cell,fraction_multi_token_cells,fraction_cells_containing_target_token,guide_id_missing_fraction,environment_key,status
TIMP2,189,189,11,11,1.0,0.042328042328042326,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TIMP3,184,184,10,10,1.0,0.043478260869565216,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TM4SF1,222,222,13,13,1.0,0.04504504504504504,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TMED10,66,66,6,6,1.0,0.045454545454545456,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TMEM173,216,216,14,14,1.0,0.05092592592592592,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TOP1MT,201,201,11,11,1.0,0.04477611940298507,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TP53,218,218,14,13,1.0,0.05504587155963303,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TPP1,217,217,9,9,1.0,0.03225806451612903,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TPRKB,50,50,5,5,1.0,0.04,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TRIM22,178,178,11,11,1.0,0.0449438202247191,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TSC22D3,238,238,8,8,1.0,0.02100840336134454,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TTLL1,262,262,17,15,1.0,0.05343511450381679,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TUBB,5,5,2,2,1.0,0.0,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TXNDC17,215,215,16,15,1.0,0.06511627906976744,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TYR,262,262,10,11,1.0,0.026717557251908396,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
UBA52,17,17,4,4,1.0,0.058823529411764705,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
UBC,95,95,3,3,1.0,0.010526315789473684,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
UBL5,8,8,3,3,1.0,0.0,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
UCN2,192,192,4,4,1.0,0.005208333333333333,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
UQCRFS1,111,111,8,8,1.0,0.04504504504504504,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
UQCRH,76,76,5,5,1.0,0.02631578947368421,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
VAT1,154,154,6,6,1.0,0.01948051948051948,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
VDAC2,223,223,6,6,1.0,0.017937219730941704,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
WBP2,255,255,6,6,1.0,0.011764705882352941,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
WNT7A,267,267,6,5,1.0,0.011235955056179775,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
XAGE1A,160,160,5,5,1.0,0.0125,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
control,23484,13470,6872,807,1.0,0.31306421393289047,0.0,0.4264179867143587,frangieh_melanoma_ifng,audit_only_not_primary
