biological_instance_id,environment_id,environment_key,dataset_id,condition,condition_field,perturbation_label,dose,timepoint,n_reference_groups,total_cells,source_reference_keys,aggregation_rule,ground_truth_path,split,split_seed,model_seeds
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~smn2,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,SMN2,,,15,170,13;2;20;24;25;34;35;4;42;48;5;50;51;52;54,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~snrnp40,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,SNRNP40,,,1,10,6,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~snx15,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,SNX15,,,4,44,16;34;35;7,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~spc25,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,SPC25,,,22,271,10;11;12;13;14;16;18;21;24;26;3;31;32;35;38;40;42;44;46;52;53;55,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~srsf11,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,SRSF11,,,4,45,17;50;52;55,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ssbp3,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,SSBP3,,,17,192,11;12;24;25;26;27;28;29;3;34;36;4;42;47;54;55;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ssu72,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,SSU72,,,3,31,41;43;44,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tacc3,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TACC3,,,33,430,10;11;12;13;14;15;17;2;20;21;22;24;25;29;3;31;33;34;35;36;37;38;4;40;42;44;48;51;52;55;56;7;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tardbp,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TARDBP,,,56,1675,1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;39;4;40;41;42;43;44;45;46;47;48;49;5;50;51;52;53;54;55;56;6;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tbc1d3,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TBC1D3,,,1,10,6,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tbx1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TBX1,,,6,64,16;35;36;38;41;44,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tfam,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TFAM,,,56,3580,1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;39;4;40;41;42;43;44;45;46;47;48;49;5;50;51;52;53;54;55;56;6;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tfrc,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TFRC,,,3,34,39;52;56,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~timm23b,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TIMM23B,,,3,32,29;34;6,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tkt,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TKT,,,3,30,21;3;31,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tmem214,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TMEM214,,,42,603,10;11;12;13;14;15;16;17;18;2;20;22;24;25;26;28;29;3;31;32;33;34;35;36;38;39;40;41;44;45;46;47;48;5;50;51;53;55;56;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tmem242,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TMEM242,,,39,481,1;10;11;13;17;18;19;2;20;21;22;23;24;26;3;30;31;32;33;34;35;36;38;39;4;42;43;45;46;48;49;5;50;52;53;55;6;7;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tnnt2,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TNNT2,,,1,10,24,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tpt1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TPT1,,,32,413,10;11;12;15;16;17;19;20;22;24;28;29;3;32;33;34;35;37;38;40;42;44;47;48;5;51;52;53;56;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~trappc11,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TRAPPC11,,,1,10,14,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~trex2,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TREX2,,,12,134,13;17;29;3;34;4;40;44;52;53;56;7,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~trnt1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TRNT1,,,8,91,1;12;17;21;25;3;4;6,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tuba1b,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TUBA1B,,,2,20,3;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tubb,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TUBB,,,2,20,11;20,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tubb2a,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TUBB2A,,,1,10,35,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~tut1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TUT1,,,1,13,3,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~twf1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,TWF1,,,42,588,1;11;12;13;15;16;18;19;2;20;21;22;23;24;25;26;27;28;29;3;31;32;33;34;35;36;38;39;40;42;43;46;49;51;52;53;54;55;6;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ube2m,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,UBE2M,,,3,33,20;25;39,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ubtf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,UBTF,,,2,21,17;25,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~uqcrb,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,UQCRB,,,1,17,30,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~wtap,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,WTAP,,,12,137,13;14;17;35;36;43;45;52;54;55;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~yjefn3,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,YJEFN3,,,1,10,52,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~yrdc,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,YRDC,,,2,20,34;53,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb17,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ZBTB17,,,2,20,40;42,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~zdhhc7,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ZDHHC7,,,11,123,11;16;18;22;35;38;45;50;52;53;56,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~zfp69b,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ZFP69B,,,4,42,20;31;37;38,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~zmat2,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ZMAT2,,,1,11,54,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~znf718,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ZNF718,,,13,160,12;14;16;19;20;24;35;39;44;47;51;55;7,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~ace,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ACE,,,2,96,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~ache,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ACHE,,,2,171,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~adamts20,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ADAMTS20,,,2,108,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~arhgap20,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ARHGAP20,,,2,165,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~arid1b,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ARID1B,,,2,294,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atm,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ATM,,,2,170,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atp5c1,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ATP5C1,,,2,191,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~atxn7,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,ATXN7,,,2,148,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bcl2,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,BCL2,,,2,192,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bcl2l1,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,BCL2L1,,,2,273,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bdh1,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,BDH1,,,2,128,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bdnf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,BDNF,,,2,155,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~bmper,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,BMPER,,,2,195,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~c6orf203,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,C6orf203,,,2,180,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~casp3,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,CASP3,,,2,276,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~ccdc85c,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,CCDC85C,,,2,209,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~ccr5,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,CCR5,,,2,186,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~tiankampmann2021%255fcrispra%5F%5Fv~ipsc-induced%255fneuron%5F%5Fv~rna%5F%5Fv~baseline__v~cdc42ep3,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,baseline,,CDC42EP3,,,2,309,1;2,weighted_mean_of_batch_matched_deltas,data/processed/TianKampmann2021_CRISPRa_condition_ground_truth.parquet,test,20260907,"0,1,2"
