prediction_id,biological_instance_id,environment_id,predictor,fidelity_delta_cosine,continuous_risk,reliable_label,legacy_transportability_label,legacy_target_risk
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.20437524,0.39781237,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.30279467,0.34860265,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.23726006,0.61863005,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.21740843,0.3912958,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.06583201,0.467084,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.10117692,0.4494115,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc35g2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc35g2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.36130062,0.3193497,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.1491634,0.42541832,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.013755817,0.5068779,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smg5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smg5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.10574083,0.4471296,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.38819763,0.30590117,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ssbp3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ssbp3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.0645189,0.53225946,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.19686718,0.4015664,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.24112085,0.3794396,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.07185438,0.5359272,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.34257218,0.3287139,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.15949418,0.42025292,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.23550536,0.38224733,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.13976616,0.4301169,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcl2l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcl2l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.053176697,0.5265883,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0,0.5,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.02092203,0.48953897,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mettl21a__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mettl21a,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.3116376,0.6558188,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.104484715,0.44775766,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.24754876,0.6237744,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.093873635,0.4530632,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.19061355,0.40469325,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.15647782,0.5782389,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.22888437,0.61444217,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.25574383,0.62787193,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ints14__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ints14,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.104215264,0.55210763,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.15070112,0.42464942,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.0316961,0.51584804,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.028656835,0.48567158,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.16626842,0.41686577,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__pcbp2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__pcbp2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2458342,0.37708288,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__prodh__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__prodh,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.08964327,0.5448216,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ik__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ik,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.10421661,0.4478917,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.07354037,0.46322984,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.024670707,0.48766464,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.07522524,0.46238738,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11412967,0.44293517,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc35g2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc35g2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.08166359,0.4591682,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.026857505,0.48657125,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__espn__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__espn,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.15141135,0.42429435,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smg5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smg5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.087841295,0.45607936,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.014687611,0.49265617,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.20301153,0.39849424,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__zfp69b__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__zfp69b,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.17571178,0.41214412,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.18763241,0.5938162,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0,0.5,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.116041884,0.55802095,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.09844978,0.4507751,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.07261599,0.463692,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.17084223,0.4145789,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2007283,0.39963585,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ddx19b__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ddx19b,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.15266167,0.57633084,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11198926,0.44400537,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.06784107,0.5339205,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__spc25__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__spc25,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.46646947,0.26676524,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.21195595,0.39402205,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.21211793,0.39394104,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.10055466,0.44972265,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.1660861,0.41695696,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.17160799,0.585804,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.14010984,0.5700549,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem214__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem214,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.01763687,0.49118155,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.058269102,0.47086543,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11637485,0.44181257,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.04909403,0.47545296,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.03642602,0.48178697,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.13109104,0.4344545,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.23576756,0.3821162,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrps21__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrps21,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.050015476,0.47499228,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.14101334,0.4294933,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.19768347,0.5988417,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smn2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smn2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.42735177,0.28632414,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxw7__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxw7,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.17078026,0.5853901,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.0775265,0.5387633,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.1376997,0.56884986,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11013226,0.4449339,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.19838691,0.40080655,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__yjefn3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__yjefn3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.22867796,0.385661,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.050078228,0.47496086,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.020183807,0.4899081,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0,0.5,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__srsf11__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__srsf11,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.09777882,0.5488894,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0356178,0.4821911,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.010221214,0.49488938,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__wtap__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__wtap,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.27271917,0.36364043,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.05418369,0.52709186,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.054571405,0.5272857,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__trex2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__trex2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.4064228,0.29678857,0,-1.0,
